Área Geográfica,,Estadística de defunciones generales,,,,,,,,,,,,,,,,,,,,,,,
,,Defunciones por homicidio,,,,,,,,,,,,,,,,,,,,,,,
,,Defunciones por homicidio,,,,,,,,,,,,,,,,,,,,,,,
,,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
,,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión
Clave,Nombre,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total
17033,Temoac,2,2,2,1,1,,,,1,,,1,2,1,4,1,1,5,2,12,3,5,,4
17996,No especificado,5,2,2,,,,1,,,,,,,,,1,,2,1,1,,1,,3
17997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,
17998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,
18,Nayarit,217,277,559,513,194,154,109,106,138,136,115,142,117,111,126,128,160,125,192,266,253,240,220,236
18001,Acaponeta,19,14,36,35,7,5,9,5,5,5,8,8,8,8,9,9,7,10,16,21,22,16,31,16
18002,Ahuacatlán,3,2,3,3,3,5,2,1,1,,1,2,1,2,1,4,2,1,,,8,4,3,6
18003,Amatlán de Cañas,1,2,2,4,1,,1,1,2,,,1,2,3,1,,2,1,3,,,1,1,1
18004,Compostela,4,15,16,9,11,9,6,6,10,9,8,9,10,15,7,5,17,12,24,31,21,16,17,25
18005,Huajicori,11,23,12,7,6,7,,3,5,11,5,20,6,6,8,13,7,5,9,7,12,12,18,30
18006,Ixtlán del Río,6,2,5,3,9,8,2,5,1,3,5,3,3,5,4,3,2,3,4,5,7,8,3,7
18007,Jala,1,3,3,,1,,2,3,2,1,2,2,,1,1,3,3,1,5,6,3,4,3,4
18008,Xalisco,16,11,45,44,13,10,2,4,9,4,4,3,4,4,5,7,5,4,1,12,8,7,3,2
18009,Del Nayar,33,32,38,34,25,23,13,8,22,22,16,6,15,8,11,12,8,9,4,9,5,9,6,4
18010,Rosamorada,10,9,13,7,7,5,5,1,8,10,6,15,2,4,7,13,10,15,12,15,22,8,8,13
18011,Ruíz,10,10,21,8,4,5,3,1,3,4,7,6,6,4,8,3,3,8,4,5,7,6,8,4
18012,San Blas,5,9,19,7,8,7,4,7,8,4,4,7,4,3,3,1,5,2,14,10,3,7,4,8
18013,San Pedro Lagunillas,1,1,,,,2,,2,,,,,,1,2,,,,2,,2,2,4,1
18014,Santa María del Oro,4,5,6,8,3,2,1,5,5,3,1,4,5,5,2,3,2,,8,7,6,3,8,8
18015,Santiago Ixcuintla,12,16,16,23,16,3,5,6,4,6,3,3,9,4,8,8,20,13,18,10,20,8,6,19
18016,Tecuala,9,11,27,20,8,5,4,8,11,5,2,4,5,5,7,15,11,10,9,18,14,11,24,12
18017,Tepic,44,83,265,267,57,38,32,23,26,37,26,34,26,24,32,20,27,19,33,77,76,88,51,58
18018,Tuxpan,4,5,14,8,1,1,3,4,3,5,5,2,2,1,,3,4,3,3,11,4,5,15,10
18019,La Yesca,6,3,4,6,1,7,5,5,4,1,6,9,6,6,6,5,14,4,12,12,9,16,3,5
18020,Bahía de Banderas,15,21,12,20,12,12,10,8,8,6,4,4,3,1,4,1,11,4,10,8,3,8,4,1
18996,No especificado,3,,2,,1,,,,1,,2,,,1,,,,1,1,2,1,1,,2
18997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,
18998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,
19,Nuevo León,908,1805,2074,895,336,242,268,160,130,103,133,101,88,107,101,134,120,110,123,138,117,125,99,75
19001,Abasolo,,,3,,,,,1,,,1,,,,,,,,,,1,,,
19002,Agualeguas,,,1,3,1,1,,1,1,1,,,,,,,,,,,,,,
19003,Los Aldamas,,,,1,1,,,,,1,,,,1,,,,,,,,,,
19004,Allende,2,17,19,5,6,1,2,,,,,,,,1,1,,,1,1,,,,
19005,Anáhuac,16,5,7,7,2,1,,2,,1,2,,,1,1,5,2,1,1,2,,,,1
19006,Apodaca,68,144,131,40,30,21,20,10,2,7,7,3,4,4,5,6,6,3,3,6,5,6,2,2
19007,Aramberri,,3,1,1,,1,,,1,,1,,1,2,3,1,1,,1,2,10,4,2,
19008,Bustamante,,1,,,,,,,1,,,,,,,,,,,,,1,2,
19009,Cadereyta Jiménez,29,98,60,22,11,7,3,6,5,3,2,9,2,2,8,,1,2,1,3,3,1,1,1
19010,Carmen,1,2,,,,,,,,,,1,,,1,,,,,1,,,,
19011,Cerralvo,2,10,2,5,1,,1,2,,,1,,,,,,,2,,1,,,,
19012,Ciénega de Flores,4,9,8,1,,1,,,,1,,,,,1,,,,1,,,,,
19013,China,3,4,7,13,1,1,1,,,1,,,1,,,2,1,1,1,,1,1,4,1
19014,Dr. Arroyo,8,3,3,7,,2,1,2,,1,4,2,4,1,,6,,4,4,4,13,11,9,3
19015,Dr. Coss,,1,1,,,,,,,,,,,,,,,,,,,,,
19016,Dr. González,1,,4,3,1,,,,,,,,,,,,,,,,,,,
19017,Galeana,5,2,2,2,3,1,,4,2,3,2,,4,,,2,1,8,4,6,1,2,1,2
19018,García,17,22,24,11,2,1,1,1,3,,,1,2,1,1,,,,1,,,,,1
19019,San Pedro Garza García,4,8,19,11,7,5,8,4,3,4,4,3,,,2,3,3,1,3,2,,1,2,2
19020,Gral. Bravo,,1,1,6,3,,,,1,,,,,,,,2,,,,,,2,
19021,Gral. Escobedo,66,90,70,28,16,13,16,7,7,5,9,3,11,9,7,5,5,7,6,2,1,3,2,2
19022,Gral. Terán,2,5,12,9,,2,2,1,,,3,2,,,1,3,2,,,2,,1,1,2
19023,Gral. Treviño,,,,7,,,,,,,,,1,,1,,,,,,1,,,
19024,Gral. Zaragoza,2,,1,,,1,1,,,,,,,1,,1,1,,,,1,1,,
19025,Gral. Zuazua,6,6,9,5,4,,,,1,1,,,,,,,,,,,,,,
19026,Guadalupe,104,149,215,107,30,26,32,22,14,11,19,16,9,14,14,14,16,11,15,8,18,14,16,5
19027,Los Herreras,,3,1,,,,,,,,1,,,,,,,,1,,1,,,
19028,Higueras,,,1,,,,,,,,,1,,,1,,,,,,,,,
19029,Hualahuises,1,,3,,,1,,,,,,1,,,,,,,,,,,,5
19030,Iturbide,,,,,,,,,,,,,,,,,,,,,,,,1
19031,Juárez,59,82,71,21,13,8,7,8,4,9,2,,1,3,1,,2,,2,1,,,1,
19032,Lampazos de Naranjo,2,3,1,,,2,1,,,1,,,,1,,,1,,,,,,,
19033,Linares,9,21,29,7,4,2,4,3,1,2,5,5,1,3,1,5,9,4,4,9,3,7,,1
19034,Marín,2,2,2,1,,2,,1,,,,,,,,,,,,,,,,
19035,Melchor Ocampo,1,1,1,,,,,,,,,,,,,,,,,,,1,,
19036,Mier y Noriega,,,,,,1,2,,1,1,3,,,,,1,1,1,,2,1,2,2,2
19037,Mina,,1,2,,,,,,,,,,,,,1,,1,,1,,,,
19038,Montemorelos,10,25,37,20,1,2,4,4,2,2,1,1,,4,1,4,4,1,7,4,1,3,,
19039,Monterrey,363,872,1051,440,140,100,107,48,60,32,40,37,34,41,34,58,45,49,47,61,45,47,36,30
19040,Parás,,,3,,,,,,,,,,,,,,,,,,,,2,
19041,Pesquería,7,8,2,4,,1,,,1,,,1,,,1,2,,,,1,,,,
19042,Los Ramones,1,,3,,,,,,1,,1,,,,,,1,,,1,,,1,
19043,Rayones,1,,,,1,,,1,,,,,,,,,,,1,,,,,
19044,Sabinas Hidalgo,8,11,8,9,2,1,3,3,1,2,3,1,2,1,3,,,,3,2,1,,,1
19045,Salinas Victoria,7,7,13,,3,1,1,,1,1,1,2,,,,,,,1,,,,,
19046,San Nicolás de los Garza,45,98,116,51,24,24,24,16,9,7,8,6,4,10,8,9,13,10,11,12,5,13,6,5
19047,Hidalgo,2,6,3,1,,2,,,,,1,,,,1,,,,1,,1,,,
19048,Santa Catarina,43,49,53,22,20,10,25,10,7,4,9,4,6,7,2,4,2,2,3,4,4,4,5,5
19049,Santiago,1,15,48,20,6,,1,3,1,2,2,2,,1,2,,1,2,,,,,1,3
19050,Vallecillo,,,1,3,,,1,,,,,,1,,,,,,,,,,,
19051,Villaldama,1,1,,,,,,,,,,,,,,1,,,,,,2,1,
19996,No especificado,5,20,25,2,3,,,,,,1,,,,,,,,,,,,,
19997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,
19998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,
20,Oaxaca,766,681,697,739,613,604,558,520,548,622,617,600,616,696,796,970,984,1128,1176,1192,1338,1281,1281,1190
20001,Abejones,,,1,,,,,,,,,,,,,,,,,,,,,
20002,Acatlán de Pérez Figueroa,9,12,10,14,3,4,4,6,12,8,7,4,11,5,6,13,7,10,14,8,8,4,15,25
20003,Asunción Cacalotepec,,,,2,,2,1,,,2,,,,,3,,,,,,,1,,
20004,Asunción Cuyotepeji,,,1,,,,,1,,,,,,,,1,,,,,,,1,
20005,Asunción Ixtaltepec,1,3,1,2,3,1,1,,2,1,2,,2,3,5,4,4,3,5,6,11,7,11,3
20006,Asunción Nochixtlán,,3,1,8,,3,2,1,2,1,,,,1,,4,,,2,,4,2,1,
20007,Asunción Ocotlán,,1,,,,,1,,,1,,,,,,,1,1,,,,,,1
20008,Asunción Tlacolulita,,,,,,,,,,,,,,,,,,,,,,,,
20009,Ayotzintepec,1,,,,,,,3,2,1,,,,1,,4,2,1,1,2,1,2,,
20010,El Barrio de la Soledad,2,,,1,3,1,3,1,,1,1,,,,5,2,2,,3,4,4,2,11,3
20011,Calihualá,,,,1,,,1,6,,1,,,,,,,,3,1,,1,,,
20012,Candelaria Loxicha,4,4,1,2,,2,,5,,4,7,2,4,2,3,3,7,2,2,8,2,7,4,2
20013,Ciénega de Zimatlán,,,,,,1,,,,,2,,,,1,,,,,,,,1,1
20014,Ciudad Ixtepec,3,,1,3,1,4,2,6,3,2,6,1,1,2,4,4,5,1,5,3,4,3,4,8
20015,Coatecas Altas,2,1,1,,2,,,,3,1,1,,1,,5,7,1,1,3,4,6,6,5,2
20016,Coicoyán de las Flores,2,,,1,,5,2,,2,2,3,3,1,,3,2,2,2,2,2,3,2,1,
20017,La Compañía,2,1,,2,,,1,1,,1,1,1,1,,1,1,2,,1,,1,1,1,3
20018,Concepción Buenavista,,,,,,,,,,,,,,,,,,,,,,,,
20019,Concepción Pápalo,,,,1,,,,,,,,1,1,,,1,,1,1,,,2,2,
20020,Constancia del Rosario,,,1,1,3,,3,1,2,1,1,2,,3,1,1,2,5,3,2,1,1,8,3
20021,Cosolapa,2,1,2,3,2,1,1,2,4,4,2,1,1,1,6,1,3,1,3,5,2,5,4,5
20022,Cosoltepec,,,,,,,,1,,,,,1,,,,,,,,1,1,,
20023,Cuilápam de Guerrero,3,2,2,4,6,,1,1,,4,2,1,2,4,2,,2,1,,1,1,1,4,1
20024,Cuyamecalco Villa de Zaragoza,1,2,,,,1,1,1,1,,,3,1,1,1,4,,,,2,3,1,,1
20025,Chahuites,2,4,3,1,2,1,,,4,,,,1,2,2,1,4,3,7,8,3,2,7,3
20026,Chalcatongo de Hidalgo,,,,1,,1,,,1,2,,,,1,1,,,,1,1,,,,2
20027,Chiquihuitlán de Benito Juárez,2,1,,,,,,1,,,1,1,,1,2,,1,,2,,2,4,2,1
20028,Heroica Ciudad de Ejutla de Crespo,6,3,5,5,6,6,5,2,4,4,5,2,2,4,8,9,10,10,12,18,13,22,10,21
20029,Eloxochitlán de Flores Magón,1,,2,4,,,,,,,1,1,,2,1,,,1,,,1,1,,
20030,El Espinal,1,4,1,3,1,1,,,,,,,1,3,3,3,,1,3,,3,3,2,
20031,Tamazulápam del Espíritu Santo,,,,1,1,2,,,,,1,2,,1,,2,2,2,2,2,1,1,,1
20032,Fresnillo de Trujano,,,,,1,,,,,,,,,,,,,,,,1,,,
20033,Guadalupe Etla,1,,,,,,,,,,,,,,,,,,,,,,,
20034,Guadalupe de Ramírez,,,,,,,,,,2,,,,,,,,,,1,,,1,
20035,Guelatao de Juárez,1,,,,,,,,,,,,1,,,,,1,,,1,,,
20036,Guevea de Humboldt,2,,,2,1,3,1,,,,2,3,3,6,2,2,3,2,3,1,3,2,2,2
20037,Mesones Hidalgo,4,6,4,5,3,3,1,2,4,1,2,2,,1,2,6,4,5,4,3,4,6,3,6
20038,Villa Hidalgo,,,,,,,,,1,,,,3,3,,,,1,,1,,1,,
20039,Heroica Ciudad de Huajuapan de León,5,9,8,12,10,10,4,6,5,5,9,4,6,7,9,4,8,6,8,11,14,10,15,7
20040,Huautepec,4,,,1,,1,1,2,3,2,1,1,2,3,4,3,1,1,3,1,,3,1,1
20041,Huautla de Jiménez,3,2,7,8,7,9,12,5,3,15,7,6,5,6,9,4,6,13,12,9,2,6,6,2
20042,Ixtlán de Juárez,,2,2,,1,2,2,,,1,1,,1,2,,,,3,1,,1,2,2,1
20043,Heroica Ciudad de Juchitán de Zaragoza,24,13,13,12,11,14,21,10,15,6,4,12,9,23,24,17,36,26,35,21,20,23,24,23
20044,Loma Bonita,16,5,12,30,4,9,6,6,8,6,5,5,10,12,8,11,8,11,15,12,19,11,8,7
20045,Magdalena Apasco,2,3,2,,1,1,2,,1,,1,,,1,,2,1,1,1,1,,2,4,
20046,Magdalena Jaltepec,,,,,,,,,,,,1,,,1,1,,,,1,,,,
20047,Santa Magdalena Jicotlán,,,,,,,,,,,,,,,,,,,,,,,,
20048,Magdalena Mixtepec,,1,,,,,,,,,,,,,,,,,1,,,,,
20049,Magdalena Ocotlán,,1,,,,,,1,,,,,,,,1,1,1,,,,,1,1
20050,Magdalena Peñasco,,,,2,,,,,,,,,,,,,,,,,,,,2
20051,Magdalena Teitipac,,1,1,,,,,,,1,,1,,,,,,,,,,,1,
20052,Magdalena Tequisistlán,1,,,1,,,1,,,1,1,,3,,,,1,1,,2,4,,3,3
20053,Magdalena Tlacotepec,,,,,,,,,,,,,,,,,,1,1,1,,,,
20054,Magdalena Zahuatlán,,,,,,,,,,,,,,,,,,,,,,,,
20055,Mariscala de Juárez,1,,1,,,1,,1,,3,1,,3,1,,2,,,,1,2,3,1,2
20056,Mártires de Tacubaya,,1,2,1,,,,1,,,,,,,,1,1,,2,2,2,1,1,2
20057,Matías Romero Avendaño,17,8,8,3,11,7,14,2,9,6,7,10,22,9,20,28,16,25,23,33,40,40,35,24
20058,Mazatlán Villa de Flores,5,1,2,3,2,,1,1,4,5,,1,9,1,2,5,5,8,3,6,3,2,4,5
20059,Miahuatlán de Porfirio Díaz,13,12,16,10,13,11,14,7,8,10,5,13,10,9,12,12,9,13,15,9,8,9,11,6
20060,Mixistlán de la Reforma,,,,,1,,1,,,,,,,,1,,,,,,,,,
20061,Monjas,2,,,,,1,,1,2,3,1,2,1,1,1,2,,,3,3,1,4,3,2
20062,Natividad,,1,1,,,,,,,,,,,,,,,,,,1,,,1
20063,Nazareno Etla,1,,,,,,,,,1,1,1,,,,,1,,,,,1,1,
20064,Nejapa de Madero,1,1,1,,1,,3,,,1,2,,3,4,3,4,9,5,6,3,,5,5,6
20065,Ixpantepec Nieves,,1,,1,,,1,2,,,1,,,,,1,,,,,,,,2
20066,Santiago Niltepec,,,1,,2,1,,2,,2,3,3,,3,3,9,6,6,2,1,2,2,7,2
20067,Oaxaca de Juárez,48,47,50,47,42,39,29,25,18,27,15,19,28,33,32,40,39,41,40,58,63,66,44,40
20068,Ocotlán de Morelos,6,8,6,3,3,1,2,2,1,1,5,6,4,,3,3,5,2,8,10,9,10,5,4
20069,La Pe,,,,,1,,2,,,,,,1,1,2,,,,1,4,,2,4,1
20070,Pinotepa de Don Luis,3,6,4,2,1,4,1,1,2,1,3,7,5,3,4,6,7,19,18,4,3,5,1,3
20071,Pluma Hidalgo,,,,1,,2,1,,,,,,1,2,2,2,1,2,,1,3,1,1,
20072,San José del Progreso,1,2,1,3,1,1,,,,,,,,,1,2,,,,1,,,1,1
20073,Putla Villa de Guerrero,17,10,18,14,19,16,16,13,12,6,9,6,15,13,13,13,22,23,27,18,15,20,24,13
20074,Santa Catarina Quioquitani,,,,1,,,,,,1,,,,,,,,1,,,,,,
20075,Reforma de Pineda,,,,,,,,,,,,,,,,,,2,1,2,1,,,
20076,La Reforma,1,,,,,,1,,,,2,1,,,1,5,1,,2,2,2,,1,
20077,Reyes Etla,1,2,,2,,,,,,,1,,,,1,1,,,1,1,,1,,
20078,Rojas de Cuauhtémoc,,,,,,,,,,,,,,,,,,,2,2,,,,
20079,Salina Cruz,7,9,12,16,7,12,7,6,3,5,8,8,5,7,12,8,13,11,15,26,16,22,28,23
20080,San Agustín Amatengo,1,,,,,1,1,,1,,,,1,,2,1,2,1,,2,1,,1,3
20081,San Agustín Atenango,,,,,,,,,,,,3,1,,,,,,,,,2,1,2
20082,San Agustín Chayuco,,1,2,2,2,,2,,1,1,2,4,5,1,4,4,4,3,2,3,1,,4,3
20083,San Agustín de las Juntas,2,3,,1,1,1,,,,1,1,3,,1,,1,,,,,,2,,
20084,San Agustín Etla,1,,1,4,,,,,,,,,,,,1,,,,,,,1,
20085,San Agustín Loxicha,17,11,11,9,13,18,4,11,11,14,5,5,7,5,7,28,29,13,21,23,27,15,25,25
20086,San Agustín Tlacotepec,,,,,,,,,,,,,,,,,,,,,,,,
20087,San Agustín Yatareni,1,2,,2,,,1,,,,,,,1,,,,,,1,1,,,
20088,San Andrés Cabecera Nueva,,5,,,,,,1,1,1,,2,1,5,1,1,,,2,4,3,3,,1
20089,San Andrés Dinicuiti,,,,,,,,,,,,,,,,,,,,,,,,
20090,San Andrés Huaxpaltepec,2,3,1,3,2,,1,1,1,3,,2,,2,4,3,4,7,7,6,4,2,3,5
20091,San Andrés Huayápam,,,,1,2,,,,,,,,,,,,,,,,,,,
20092,San Andrés Ixtlahuaca,,,,,,,2,,,1,,,,,,,,,,,,,,
20093,San Andrés Lagunas,,,,,,,,,,,,,,,,,,1,,1,,,,
20094,San Andrés Nuxiño,,,,,,,,,,1,1,,,1,,,,,,,,,,1
20095,San Andrés Paxtlán,,1,,,,,,,,1,,3,2,,,2,1,3,5,1,1,,1,2
20096,San Andrés Sinaxtla,,,,,,,,,,,,1,,,,,,,,,,,1,
20097,San Andrés Solaga,1,,,,,,,,,,,,,,1,,,,,,,,,
20098,San Andrés Teotilálpam,,,1,,,,,,,,2,,1,,1,,,2,2,,1,2,3,1
20099,San Andrés Tepetlapa,1,1,,,,1,,,1,,,1,,1,1,,,1,2,1,1,,1,4
20100,San Andrés Yaá,,1,,,,,,1,,1,,,,,,,,,,,,,,
20101,San Andrés Zabache,1,,,,,,,,1,,,,,,,,,,,1,,3,,
20102,San Andrés Zautla,,,,,,,,,,,,1,,,,,,,,,,,,
20103,San Antonino Castillo Velasco,2,,1,2,1,,,1,1,,3,,,1,,1,,1,,,,,2,
20104,San Antonino el Alto,,,,,,,,,,,,,,,,1,1,,1,,,,,1
20105,San Antonino Monte Verde,1,,,1,,,,,1,,,,,1,,,,,,,,,,
20106,San Antonio Acutla,,,1,,,,,,,,,,,,,,,,,,,,,
20107,San Antonio de la Cal,5,5,4,3,1,1,,19,2,,1,3,3,5,3,2,,1,4,,1,2,1,1
20108,San Antonio Huitepec,,,1,,,1,1,,,,,,,1,,,1,,,,,,,1
20109,San Antonio Nanahuatípam,,,,1,,1,1,1,,,,1,,,,2,,,,,,,,
20110,San Antonio Sinicahua,,1,,,,1,,,,,,1,,,1,,,,,,,,,
20111,San Antonio Tepetlapa,,1,2,,1,1,,1,,1,,,2,3,,2,,,2,2,3,2,1,2
20112,San Baltazar Chichicápam,,1,,,1,1,,,,,,,,,,3,2,2,,1,,1,1,
20113,San Baltazar Loxicha,,,,,,1,,1,,,,1,,1,,,,,,,,1,1,
20114,San Baltazar Yatzachi el Bajo,,1,,,,,,,,,,,,1,,,,,,,,,,
20115,San Bartolo Coyotepec,,3,1,3,1,1,,,,,,,,,,,,,1,,,,,
20116,San Bartolomé Ayautla,,1,,,1,,,,1,,2,1,,,1,1,,,,3,,,,
20117,San Bartolomé Loxicha,1,2,2,,2,5,,2,1,1,1,1,,1,4,,6,3,2,4,,4,2,4
20118,San Bartolomé Quialana,,,,,,,,2,,,,1,,,,1,,,,,,,1,
20119,San Bartolomé Yucuañe,,,,,,,,,,,,,,,,,,,5,,,,1,
20120,San Bartolomé Zoogocho,,,,,,,,,,,,,,1,,,,,,,,,,
20121,San Bartolo Soyaltepec,,,,,,,,,,,,,1,,,,,,,,,,,
20122,San Bartolo Yautepec,,,,,,,,,,,,,,,,1,,,,,,,,
20123,San Bernardo Mixtepec,,1,1,,,,,1,1,,,,,,,1,,,1,,,,,
20124,San Blas Atempa,,2,2,1,,5,,1,,1,,1,,1,5,8,5,9,9,5,9,7,1,3
20125,San Carlos Yautepec,1,4,3,,3,9,4,4,,4,4,7,4,5,8,9,4,6,6,5,18,12,11,17
20126,San Cristóbal Amatlán,,,,2,1,1,,1,1,,,,,,,,,,,,,3,1,1
20127,San Cristóbal Amoltepec,,,,,,,,,,,,,,,,,,,,,1,,,
20128,San Cristóbal Lachirioag,,,1,,,,,1,,,,,1,,,,,,,,,,,
20129,San Cristóbal Suchixtlahuaca,,,,,,,,,,2,,,,,,,,,,,,,1,
20130,San Dionisio del Mar,,,1,1,,,,,1,,,1,,,1,4,,,,,2,,,
20131,San Dionisio Ocotepec,1,1,,,2,,,2,1,2,1,,1,1,1,,2,3,1,2,4,,3,5
20132,San Dionisio Ocotlán,,,,,2,,,,,,,,,,,,,,1,1,,,,
20133,San Esteban Atatlahuca,,1,,,,,,,1,2,,,,,,,,,,,,1,,2
20134,San Felipe Jalapa de Díaz,2,1,1,1,1,1,2,1,3,5,4,1,1,1,1,,1,3,3,6,3,3,2,
20135,San Felipe Tejalápam,1,,,,,2,2,,,3,,,1,1,,1,,,,,,1,,
20136,San Felipe Usila,2,2,,2,1,,1,1,6,3,,,1,4,,,1,,,5,1,3,,1
20137,San Francisco Cahuacuá,1,,,,,,,,,1,,4,,3,2,1,1,2,,4,,,,
20138,San Francisco Cajonos,,,,,,,,,,,,,,,,,,,,,,,,
20139,San Francisco Chapulapa,1,,,,2,2,,1,1,1,3,2,1,,1,1,2,6,4,4,15,5,6,4
20140,San Francisco Chindúa,1,,,,,1,,,,,,,,,,,,1,,,,,,
20141,San Francisco del Mar,,,,,1,1,,,1,1,,,,1,3,4,,,,4,,1,1,
20142,San Francisco Huehuetlán,3,,,1,1,1,,1,,,,,3,1,,1,,,1,,,,,
20143,San Francisco Ixhuatán,1,1,2,5,3,,1,,,,1,3,1,4,2,4,1,7,1,2,3,2,5,
20144,San Francisco Jaltepetongo,,,,,,,,,,,1,,,,,,,,,,,,,
20145,San Francisco Lachigoló,,2,,1,,,,1,,,,,1,,1,1,,,,,,1,,
20146,San Francisco Logueche,,1,,,,,1,,,1,1,,,,,,1,1,,,,,2,
20147,San Francisco Nuxaño,,,,,,,,,,,,,,,,,,,,,,,,
20148,San Francisco Ozolotepec,1,1,1,4,,1,,,1,,,,1,,,,,1,1,,,,,
20149,San Francisco Sola,,,,,,,,,,,,,1,,,1,,,,,1,1,,2
20150,San Francisco Telixtlahuaca,1,,,1,1,,,1,,,1,2,1,1,1,,1,,1,,6,1,2,1
20151,San Francisco Teopan,,,,,,,,,,,,,,,,,,,,,,1,,
20152,San Francisco Tlapancingo,,3,2,,,,,,,,,,,,,,1,,,,,,,1
20153,San Gabriel Mixtepec,5,1,3,2,3,,1,,1,,,,,1,1,,2,3,4,1,2,5,2,
20154,San Ildefonso Amatlán,1,,,,,,,,1,,1,1,,2,2,,,,1,,1,,1,1
20155,San Ildefonso Sola,1,,,,,,1,,,,,,,,1,,,,,2,,,,1
20156,San Ildefonso Villa Alta,,1,2,,2,,1,,,3,,,,1,,1,,,2,1,,,1,2
20157,San Jacinto Amilpas,2,3,5,,3,,,,,1,1,1,1,1,1,,,2,,1,,2,1,
20158,San Jacinto Tlacotepec,,2,1,1,4,1,,,1,1,2,,,1,2,1,1,1,3,,12,1,3,
20159,San Jerónimo Coatlán,,2,1,1,2,,1,1,5,3,5,1,8,1,2,3,5,1,6,10,5,6,4,8
20160,San Jerónimo Silacayoapilla,1,,,,,,,,,,,1,,,2,,,,1,,,,,
20161,San Jerónimo Sosola,,1,,,,,,,,,,,,,,,,,,1,,,,
20162,San Jerónimo Taviche,,,,,,,,,,1,1,1,,,,,1,,,1,,2,,
20163,San Jerónimo Tecóatl,,2,,1,1,,2,,,,,,2,,1,,,,,,1,,,
20164,San Jorge Nuchita,1,,1,,,,,,,,,1,,,,,1,,,,2,2,1,
20165,San José Ayuquila,,,,,,,,,1,,,1,,,,,,1,3,2,,,,
20166,San José Chiltepec,1,,2,,,2,,,2,2,2,,1,,1,1,1,,2,2,2,1,1,
20167,San José del Peñasco,5,3,1,,,5,,,,1,,,3,,2,,1,,,,2,1,1,
20168,San José Estancia Grande,,,,,1,,,,,1,,,,1,1,,,,,,3,,2,
20169,San José Independencia,2,,,1,,,,,1,3,1,4,,,,,,,,1,,,1,
20170,San José Lachiguiri,1,,,2,1,1,,,1,,,1,1,,1,,,2,3,1,1,1,1,2
20171,San José Tenango,3,6,7,2,2,3,3,1,9,15,11,5,10,8,4,12,3,7,10,1,5,8,3,5
20172,San Juan Achiutla,,,,,,,,,,,,,,,,1,,,,,,,,
20173,San Juan Atepec,,,1,2,,,,1,1,,,1,,,,,,1,,,,,,
20174,Ánimas Trujano,1,,1,,,,,1,,,,,,1,,,1,,1,1,,,,
20175,San Juan Bautista Atatlahuca,,,,1,,,,,,,,,,,,,,,,,,,,
20176,San Juan Bautista Coixtlahuaca,1,,,3,,,,,,1,,,,,,,,1,,,,1,,2
20177,San Juan Bautista Cuicatlán,1,2,,2,2,1,2,1,,3,1,2,2,2,6,1,3,5,4,2,4,2,2,3
20178,San Juan Bautista Guelache,1,,1,1,,,,1,,,1,,1,,,,,,,,,2,1,1
20179,San Juan Bautista Jayacatlán,,,2,,,,,,,,1,,2,,,1,,,,2,,,,
20180,San Juan Bautista Lo de Soto,,,2,3,1,2,,1,,1,1,1,1,2,1,2,,3,1,1,1,1,5,1
20181,San Juan Bautista Suchitepec,,,,,,,,,,,,,,,,,,,1,,,,,
20182,San Juan Bautista Tlacoatzintepec,,,,,,1,,,,,,1,,,,2,1,,,,,1,,
20183,San Juan Bautista Tlachichilco,,,,1,,,,,,,,,,,1,,,1,,,,1,1,
20184,San Juan Bautista Tuxtepec,25,18,31,39,22,19,19,19,31,31,27,31,15,14,24,28,32,44,35,40,48,37,36,27
20185,San Juan Cacahuatepec,2,4,2,4,2,3,,1,3,3,2,2,3,3,1,,3,7,2,8,12,11,9,5
20186,San Juan Cieneguilla,,,,,,,,1,,1,1,,1,,1,1,,1,,,,2,,1
20187,San Juan Coatzóspam,,,,,2,,,,,,,,,1,,,,,,,,,,
20188,San Juan Colorado,,1,,4,4,1,,,1,,1,3,,1,1,1,2,2,3,1,,4,2,3
20189,San Juan Comaltepec,,,,,1,,,,,,,,,1,1,,,,,,1,1,2,1
