Area Geográfica,,XI Censo general de población y vivienda 1990,,,,,,,,
,,Población ocupada de 12 y más,,,,,,,,
,,Población ocupada de 12 años y más (Personas),,,,,,,,
,,Disciplina académica,,Tamaño localidad 15 tam,,,,,,
Clave,Nombre,Total,Medicina,Total,"Menos de 2,500 habitantes","2,500 a 14,999 habitantes","15,000 a 99,999 habitantes","100,000 a 999,999 habitantes","1,000,000 y más habitantes",No aplica para viviendas colectivas
24020,Matehuala,18448,79,18448,3704,,14744,,,
24021,Mexquitic de Carmona,9330,,9330,9330,,,,,
24022,Moctezuma,3647,3,3647,2932,715,,,,
24023,Rayón,4541,5,4541,3337,1204,,,,
24024,Rioverde,21469,73,21469,9996,,11473,,,
24025,Salinas,4077,11,4077,1572,2505,,,,
24026,San Antonio,1921,3,1921,1921,,,,,
24027,San Ciro de Acosta,2140,1,2140,886,1254,,,,
24028,San Luis Potosí,164514,1478,164514,6278,1683,,156553,,
24029,San Martín Chalchicuautla,5394,5,5394,4702,692,,,,
24030,San Nicolás Tolentino,1610,1,1610,1610,,,,,
24031,Santa Catarina,1955,,1955,1955,,,,,
24032,Santa María del Río,7490,11,7490,5150,2340,,,,
24033,Santo Domingo,2530,2,2530,2530,,,,,
24034,San Vicente Tancuayalab,2822,3,2822,1667,1155,,,,
24035,Soledad de Graciano Sánchez,38246,73,38246,2258,,,35988,,
24036,Tamasopo,6713,13,6713,3734,2979,,,,
24037,Tamazunchale,26077,42,26077,17890,2156,6031,,,
24038,Tampacán,3914,3,3914,3914,,,,,
24039,Tampamolón Corona,2869,3,2869,2869,,,,,
24040,Tamuín,8706,12,8706,3717,4989,,,,
24041,Tanlajás,3914,,3914,3914,,,,,
24042,Tanquián de Escobedo,2986,7,2986,884,2102,,,,
24043,Tierra Nueva,1769,3,1769,920,849,,,,
24044,Vanegas,1922,3,1922,1327,595,,,,
24045,Venado,3490,7,3490,2475,1015,,,,
24046,Villa de Arriaga,3256,1,3256,2348,908,,,,
24047,Villa de Guadalupe,2881,3,2881,2881,,,,,
24048,Villa de la Paz,1371,1,1371,358,1013,,,,
24049,Villa de Ramos,5274,7,5274,2181,3093,,,,
24050,Villa de Reyes,7820,12,7820,6169,1651,,,,
24051,Villa Hidalgo,3327,6,3327,3327,,,,,
24052,Villa Juárez,2465,4,2465,1644,821,,,,
24053,Axtla de Terrazas,7512,11,7512,5860,1652,,,,
24054,Xilitla,12001,12,12001,10810,1191,,,,
24055,Zaragoza,4226,4,4226,2754,1472,,,,
24056,Villa de Arista,2518,5,2518,1506,1012,,,,
24057,Matlapa,,,,,,,,,
24058,El Naranjo,,,,,,,,,
24996,No especificado,,,,,,,,,
24997,Otros estados,,,,,,,,,
24998,Otros municipios,,,,,,,,,
25,Sinaloa,660905,4081,660905,228867,101603,62438,267997,,
25001,Ahome,92134,665,92134,22364,17882,,51888,,
25002,Angostura,12877,51,12877,7561,5316,,,,
25003,Badiraguato,7129,9,7129,6633,496,,,,
25004,Concordia,7323,20,7323,5195,2128,,,,
25005,Cosalá,3527,11,3527,2345,1182,,,,
25006,Culiacán,187968,1707,187968,44179,8665,6240,128884,,
25007,Choix,5913,16,5913,4739,1174,,,,
25008,Elota,7573,25,7573,5262,2311,,,,
25009,Escuinapa,12982,52,12982,3113,2716,7153,,,
25010,El Fuerte,24932,52,24932,15689,9243,,,,
25011,Guasave,75765,326,75765,27297,19117,29351,,,
25012,Mazatlán,103168,711,103168,10544,5399,,87225,,
25013,Mocorito,12617,51,12617,9764,2853,,,,
25014,Rosario,12700,36,12700,7326,5374,,,,
25015,Salvador Alvarado,18019,161,18019,3182,1281,13556,,,
25016,San Ignacio,6245,16,6245,4143,2102,,,,
25017,Sinaloa,22926,48,22926,18484,4442,,,,
25018,Navolato,47107,124,47107,31047,9922,6138,,,
25996,No especificado,,,,,,,,,
25997,Otros estados,,,,,,,,,
25998,Otros municipios,,,,,,,,,
26,Sonora,562386,3537,562386,110784,60966,149937,240699,,
26001,Aconchi,646,2,646,646,,,,,
26002,Agua Prieta,13043,60,13043,430,,12613,,,
26003,Alamos,6140,15,6140,4478,1662,,,,
26004,Altar,1829,5,1829,495,1334,,,,
26005,Arivechi,505,3,505,505,,,,,
26006,Arizpe,1230,3,1230,1230,,,,,
26007,Atil,198,2,198,198,,,,,
26008,Bacadéhuachi,310,1,310,310,,,,,
26009,Bacanora,424,1,424,424,,,,,
26010,Bacerac,382,2,382,382,,,,,
26011,Bacoachi,479,,479,479,,,,,
26012,Bácum,5408,9,5408,2085,3323,,,,
26013,Banámichi,465,2,465,465,,,,,
26014,Baviácora,1169,3,1169,1169,,,,,
26015,Bavispe,538,2,538,538,,,,,
26016,Benjamín Hill,1674,10,1674,134,1540,,,,
26017,Caborca,18460,88,18460,5619,,12841,,,
26018,Cajeme,96471,845,96471,10655,10429,5570,69817,,
26019,Cananea,7645,67,7645,569,,7076,,,
26020,Carbó,1310,2,1310,243,1067,,,,
26021,La Colorada,947,2,947,947,,,,,
26022,Cucurpe,353,1,353,353,,,,,
26023,Cumpas,1828,4,1828,1020,808,,,,
26024,Divisaderos,220,1,220,220,,,,,
26025,Empalme,13905,53,13905,3430,,10475,,,
26026,Etchojoa,19462,44,19462,9378,10084,,,,
26027,Fronteras,1892,11,1892,728,1164,,,,
26028,Granados,366,4,366,366,,,,,
26029,Guaymas,38348,198,38348,6561,4743,27044,,,
26030,Hermosillo,146852,1175,146852,9071,5185,,132596,,
26031,Huachinera,394,2,394,394,,,,,
26032,Huásabas,329,1,329,329,,,,,
26033,Huatabampo,20146,67,20146,10088,2121,7937,,,
26034,Huépac,421,3,421,421,,,,,
26035,Imuris,2318,4,2318,1061,1257,,,,
26036,Magdalena,6134,29,6134,953,,5181,,,
26037,Mazatán,490,1,490,490,,,,,
26038,Moctezuma,1173,6,1173,136,1037,,,,
26039,Naco,1367,8,1367,176,1191,,,,
26040,Nácori Chico,628,1,628,628,,,,,
26041,Nacozari de García,4289,16,4289,1419,2870,,,,
26042,Navojoa,34844,197,34844,10170,558,24116,,,
26043,Nogales,38936,223,38936,650,,,38286,,
26044,Onavas,129,1,129,129,,,,,
26045,Opodepe,969,1,969,969,,,,,
26046,Oquitoa,127,,127,127,,,,,
26047,Pitiquito,2528,8,2528,1196,1332,,,,
26048,Puerto Peñasco,7640,55,7640,172,,7468,,,
26049,Quiriego,987,,987,987,,,,,
26050,Rayón,556,,556,556,,,,,
26051,Rosario,1550,6,1550,864,686,,,,
26052,Sahuaripa,1823,3,1823,769,1054,,,,
26053,San Felipe de Jesús,161,1,161,161,,,,,
26054,San Javier,120,1,120,120,,,,,
26055,San Luis Río Colorado,34713,234,34713,3653,1444,29616,,,
26056,San Miguel de Horcasitas,783,1,783,783,,,,,
26057,San Pedro de la Cueva,557,1,557,557,,,,,
26058,Santa Ana,3704,12,3704,1104,2600,,,,
26059,Santa Cruz,448,2,448,448,,,,,
26060,Sáric,606,5,606,606,,,,,
26061,Soyopa,598,5,598,598,,,,,
26062,Suaqui Grande,348,1,348,348,,,,,
26063,Tepache,828,4,828,828,,,,,
26064,Trincheras,590,1,590,590,,,,,
26065,Tubutama,507,2,507,507,,,,,
26066,Ures,2940,7,2940,1782,1158,,,,
26067,Villa Hidalgo,628,2,628,628,,,,,
26068,Villa Pesqueira,522,1,522,522,,,,,
26069,Yécora,1241,4,1241,1241,,,,,
26070,General Plutarco Elías Calles,2815,6,2815,496,2319,,,,
26071,Benito Juárez,,,,,,,,,
26072,San Ignacio Río Muerto,,,,,,,,,
26996,No especificado,,,,,,,,,
26997,Otros estados,,,,,,,,,
26998,Otros municipios,,,,,,,,,
27,Tabasco,393434,2684,393434,179868,66026,59345,88195,,
27001,Balancán,12921,38,12921,9193,3728,,,,
27002,Cárdenas,42875,221,42875,18567,7476,16832,,,
27003,Centla,16089,48,16089,9140,2508,4441,,,
27004,Centro,121226,1493,121226,21923,11108,,88195,,
27005,Comalcalco,32558,217,32558,18279,4974,9305,,,
27006,Cunduacán,21103,63,21103,14148,6955,,,,
27007,Emiliano Zapata,6693,38,6693,2099,4594,,,,
27008,Huimanguillo,32117,92,32117,21515,5109,5493,,,
27009,Jalapa,7043,16,7043,5900,1143,,,,
27010,Jalpa de Méndez,12839,47,12839,7872,4967,,,,
27011,Jonuta,5931,17,5931,4770,1161,,,,
27012,Macuspana,23663,155,23663,12180,5620,5863,,,
27013,Nacajuca,12327,32,12327,7949,4378,,,,
27014,Paraíso,14373,73,14373,8781,619,4973,,,
27015,Tacotalpa,8521,25,8521,6835,1686,,,,
27016,Teapa,10504,45,10504,4601,,5903,,,
27017,Tenosique,12651,64,12651,6116,,6535,,,
27996,No especificado,,,,,,,,,
27997,Otros estados,,,,,,,,,
27998,Otros municipios,,,,,,,,,
28,Tamaulipas,684550,5026,684550,112174,45275,79115,447986,,
28001,Abasolo,3607,7,3607,1280,2327,,,,
28002,Aldama,7021,14,7021,4339,2682,,,,
28003,Altamira,23608,50,23608,6027,1695,15886,,,
28004,Antiguo Morelos,2653,4,2653,1879,774,,,,
28005,Burgos,1641,9,1641,1641,,,,,
28006,Bustamante,1845,4,1845,1845,,,,,
28007,Camargo,4694,25,4694,2361,2333,,,,
28008,Casas,1246,,1246,1246,,,,,
28009,Ciudad Madero,48106,900,48106,,,,48106,,
28010,Cruillas,558,2,558,558,,,,,
28011,Gómez Farías,2333,1,2333,2333,,,,,
28012,González,11005,16,11005,4375,6630,,,,
28013,Güémez,3663,2,3663,3663,,,,,
28014,Guerrero,1174,10,1174,149,1025,,,,
28015,Gustavo Díaz Ordaz,4986,18,4986,1614,3372,,,,
28016,Hidalgo,7232,10,7232,4317,2915,,,,
28017,Jaumave,3312,5,3312,2430,882,,,,
28018,Jiménez,1766,4,1766,534,1232,,,,
28019,Llera,5186,10,5186,4218,968,,,,
28020,Mainero,1078,4,1078,1078,,,,,
28021,El Mante,32396,228,32396,8523,1500,22373,,,
28022,Matamoros,105127,686,105127,8339,1687,,95101,,
28023,Méndez,1036,4,1036,1036,,,,,
28024,Mier,1661,11,1661,20,1641,,,,
28025,Miguel Alemán,6363,54,6363,1280,,5083,,,
28026,Miquihuana,869,2,869,869,,,,,
28027,Nuevo Laredo,69803,478,69803,374,,,69429,,
28028,Nuevo Morelos,883,2,883,883,,,,,
28029,Ocampo,3573,7,3573,2401,1172,,,,
28030,Padilla,3868,11,3868,1698,2170,,,,
28031,Palmillas,511,,511,511,,,,,
28032,Reynosa,90573,699,90573,4337,,,86236,,
28033,Río Bravo,27405,110,27405,4733,1891,20781,,,
28034,San Carlos,2693,2,2693,2693,,,,,
28035,San Fernando,12767,48,12767,6713,696,5358,,,
28036,San Nicolás,179,,179,179,,,,,
28037,Soto la Marina,6037,8,6037,4180,1857,,,,
28038,Tampico,87709,914,87709,,,,87709,,
28039,Tula,7134,10,7134,5124,2010,,,,
28040,Valle Hermoso,14100,76,14100,2857,1609,9634,,,
28041,Victoria,64823,562,64823,3418,,,61405,,
28042,Villagrán,2291,5,2291,2291,,,,,
28043,Xicoténcatl,6035,14,6035,3828,2207,,,,
28996,No especificado,,,,,,,,,
28997,Otros estados,,,,,,,,,
28998,Otros municipios,,,,,,,,,
29,Tlaxcala,196609,973,196609,44366,78044,74199,,,
29001,Amaxac de Guerrero,1551,3,1551,277,1274,,,,
29002,Apetatitlán de Antonio Carvajal,2465,14,2465,934,1531,,,,
29003,Atlangatepec,994,2,994,994,,,,,
29004,Atltzayanca,3039,4,3039,2316,723,,,,
29005,Apizaco,14407,158,14407,840,1117,12450,,,
29006,Calpulalpan,7675,20,7675,2007,,5668,,,
29007,El Carmen Tequexquitla,2232,3,2232,135,2097,,,,
29008,Cuapiaxtla,2130,1,2130,837,1293,,,,
29009,Cuaxomulco,723,1,723,723,,,,,
29010,Chiautempan,15275,107,15275,1269,4455,9551,,,
29011,Muñoz de Domingo Arenas,758,2,758,758,,,,,
29012,Españita,1506,3,1506,1506,,,,,
29013,Huamantla,13090,57,13090,2284,2337,8469,,,
29014,Hueyotlipan,2580,5,2580,1008,1572,,,,
29015,Ixtacuixtla de Mariano Matamoros,7930,24,7930,4003,3927,,,,
29016,Ixtenco,1516,4,1516,,1516,,,,
29017,Mazatecochco de José María Morelos,1461,3,1461,,1461,,,,
29018,Contla de Juan Cuamatzi,5955,10,5955,1465,,4490,,,
29019,Tepetitla de Lardizábal,3027,10,3027,576,2451,,,,
29020,Sanctórum de Lázaro Cárdenas,2419,4,2419,599,1820,,,,
29021,Nanacamilpa de Mariano Arista,3286,7,3286,767,2519,,,,
29022,Acuamanala de Miguel Hidalgo,1815,2,1815,1074,741,,,,
29023,Natívitas,5412,6,5412,1891,3521,,,,
29024,Panotla,4481,36,4481,1756,2725,,,,
29025,San Pablo del Monte,10987,21,10987,4,772,10211,,,
29026,Santa Cruz Tlaxcala,2739,6,2739,1033,1706,,,,
29027,Tenancingo,2313,16,2313,,2313,,,,
29028,Teolocholco,3398,13,3398,574,2824,,,,
29029,Tepeyanco,4075,19,4075,1592,2483,,,,
29030,Terrenate,3473,3,3473,2754,719,,,,
29031,Tetla de la Solidaridad,3875,10,3875,1170,2705,,,,
29032,Tetlatlahuca,4164,7,4164,424,3740,,,,
29033,Tlaxcala,15643,187,15643,1,,15642,,,
29034,Tlaxco,6822,15,6822,4107,2715,,,,
29035,Tocatlán,853,2,853,3,850,,,,
29036,Totolac,4464,43,4464,,4464,,,,
29037,Ziltlaltépec de Trinidad Sánchez Santos,1886,1,1886,316,1570,,,,
29038,Tzompantepec,2444,5,2444,728,1716,,,,
29039,Xaloztoc,3232,6,3232,127,3105,,,,
29040,Xaltocan,1819,1,1819,898,921,,,,
29041,Papalotla de Xicohténcatl,4344,42,4344,498,3846,,,,
29042,Xicohtzinco,2164,13,2164,,2164,,,,
29043,Yauhquemehcan,3172,12,3172,2087,1085,,,,
29044,Zacatelco,9015,65,9015,31,1266,7718,,,
29045,Benito Juárez,,,,,,,,,
29046,Emiliano Zapata,,,,,,,,,
29047,Lázaro Cárdenas,,,,,,,,,
29048,La Magdalena Tlaltelulco,,,,,,,,,
29049,San Damián Texóloc,,,,,,,,,
29050,San Francisco Tetlanohcan,,,,,,,,,
29051,San Jerónimo Zacualpan,,,,,,,,,
29052,San José Teacalco,,,,,,,,,
29053,San Juan Huactzinco,,,,,,,,,
29054,San Lorenzo Axocomanitla,,,,,,,,,
29055,San Lucas Tecopilco,,,,,,,,,
29056,Santa Ana Nopalucan,,,,,,,,,
29057,Santa Apolonia Teacalco,,,,,,,,,
29058,Santa Catarina Ayometla,,,,,,,,,
29059,Santa Cruz Quilehtla,,,,,,,,,
29060,Santa Isabel Xiloxoxtla,,,,,,,,,
29996,No especificado,,,,,,,,,
29997,Otros estados,,,,,,,,,
29998,Otros municipios,,,,,,,,,
30,Veracruz de Ignacio de la Llave,1742129,11270,1742129,715047,287074,278076,461932,,
30001,Acajete,1945,2,1945,1945,,,,,
30002,Acatlán,559,3,559,559,,,,,
30003,Acayucan,19057,106,19057,4842,1633,12582,,,
30004,Actopan,11637,41,11637,10591,1046,,,,
30005,Acula,1246,1,1246,1246,,,,,
30006,Acultzingo,3536,4,3536,2564,972,,,,
30007,Camarón de Tejeda,1468,2,1468,1468,,,,,
30008,Alpatláhuac,2038,3,2038,2038,,,,,
30009,Alto Lucero de Gutiérrez Barrios,8223,18,8223,6112,2111,,,,
30010,Altotonga,12901,26,12901,8322,4579,,,,
30011,Alvarado,14405,57,14405,6344,1058,7003,,,
30012,Amatitlán,2154,5,2154,2154,,,,,
30013,Naranjos Amatlán,7203,58,7203,1918,,5285,,,
30014,Amatlán de los Reyes,9912,19,9912,5041,4871,,,,
30015,Angel R. Cabada,8864,29,8864,5780,3084,,,,
30016,La Antigua,6626,41,6626,2015,4611,,,,
30017,Apazapan,1141,2,1141,1141,,,,,
30018,Aquila,386,,386,386,,,,,
30019,Astacinga,894,,894,894,,,,,
30020,Atlahuilco,1315,1,1315,1315,,,,,
30021,Atoyac,6085,12,6085,1694,4391,,,,
30022,Atzacan,3441,5,3441,1105,2336,,,,
30023,Atzalan,12328,8,12328,11671,657,,,,
30024,Tlaltetela,2981,,2981,1969,1012,,,,
30025,Ayahualulco,4861,3,4861,3602,1259,,,,
30026,Banderilla,6459,45,6459,188,6271,,,,
30027,Benito Juárez,2963,4,2963,2963,,,,,
30028,Boca del Río,47484,524,47484,149,2685,,44650,,
30029,Calcahualco,2240,1,2240,2240,,,,,
30030,Camerino Z. Mendoza,9374,168,9374,797,,8577,,,
30031,Carrillo Puerto,3243,1,3243,3243,,,,,
30032,Catemaco,10305,33,10305,5092,,5213,,,
30033,Cazones de Herrera,5768,11,5768,4745,1023,,,,
30034,Cerro Azul,7484,76,7484,907,,6577,,,
30035,Citlaltépetl,2539,8,2539,1396,1143,,,,
30036,Coacoatzintla,1377,6,1377,588,789,,,,
30037,Coahuitlán,1228,1,1228,1228,,,,,
30038,Coatepec,19871,125,19871,4003,3753,12115,,,
30039,Coatzacoalcos,72695,605,72695,1116,2878,5409,63292,,
30040,Coatzintla,8986,50,8986,3531,,5455,,,
30041,Coetzala,403,,403,403,,,,,
30042,Colipa,1683,4,1683,925,758,,,,
30043,Comapa,3409,6,3409,2408,1001,,,,
30044,Córdoba,47241,461,47241,5558,,,41683,,
30045,Cosamaloapan de Carpio,22195,131,22195,6580,2139,13476,,,
30046,Cosautlán de Carvajal,3935,6,3935,2642,1293,,,,
30047,Coscomatepec,9007,21,9007,4408,4599,,,,
30048,Cosoleacaque,11441,45,11441,2669,3398,5374,,,
30049,Cotaxtla,4711,3,4711,4711,,,,,
30050,Coxquihui,3219,5,3219,2248,971,,,,
30051,Coyutla,4456,11,4456,2670,1786,,,,
30052,Cuichapa,2787,3,2787,1906,881,,,,
30053,Cuitláhuac,5914,17,5914,3132,2782,,,,
30054,Chacaltianguis,3229,10,3229,2089,1140,,,,
30055,Chalma,3263,5,3263,2635,628,,,,
30056,Chiconamel,1602,1,1602,1602,,,,,
30057,Chiconquiaco,3163,3,3163,3163,,,,,
30058,Chicontepec,14093,16,14093,12427,1666,,,,
30059,Chinameca,3309,17,3309,1654,1655,,,,
30060,Chinampa de Gorostiza,3435,2,3435,2290,1145,,,,
30061,Las Choapas,19450,100,19450,8735,,10715,,,
30062,Chocamán,3694,5,3694,1410,2284,,,,
30063,Chontla,3840,6,3840,3840,,,,,
30064,Chumatlán,642,,642,642,,,,,
30065,Emiliano Zapata,10570,26,10570,7142,3428,,,,
30066,Espinal,5425,11,5425,4101,1324,,,,
30067,Filomeno Mata,1579,2,1579,221,1358,,,,
30068,Fortín,11170,87,11170,1781,3915,5474,,,
30069,Gutiérrez Zamora,7900,24,7900,3893,4007,,,,
30070,Hidalgotitlán,5966,10,5966,5048,918,,,,
30071,Huatusco,10653,61,10653,4421,,6232,,,
30072,Huayacocotla,3987,6,3987,3154,833,,,,
30073,Hueyapan de Ocampo,9772,25,9772,6239,3533,,,,
30074,Huiloapan de Cuauhtémoc,1228,4,1228,411,817,,,,
30075,Ignacio de la Llave,4813,15,4813,3441,1372,,,,
30076,Ilamatlán,2578,1,2578,2578,,,,,
30077,Isla,9311,22,9311,3693,,5618,,,
30078,Ixcatepec,3285,6,3285,2529,756,,,,
30079,Ixhuacán de los Reyes,2454,2,2454,2454,,,,,
30080,Ixhuatlán del Café,4529,6,4529,2950,1579,,,,
30081,Ixhuatlancillo,1799,3,1799,857,942,,,,
30082,Ixhuatlán del Sureste,2994,9,2994,1217,1777,,,,
30083,Ixhuatlán de Madero,9906,8,9906,9418,488,,,,
30084,Ixmatlahuacan,1900,,1900,1900,,,,,
30085,Ixtaczoquitlán,11747,42,11747,4979,6768,,,,
30086,Jalacingo,6685,7,6685,4920,1765,,,,
30087,Xalapa,96933,1814,96933,1679,872,,94382,,
30088,Jalcomulco,1273,3,1273,1273,,,,,
30089,Jáltipan,9737,63,9737,1739,,7998,,,
30090,Jamapa,2611,5,2611,1637,974,,,,
30091,Jesús Carranza,7159,20,7159,6112,1047,,,,
30092,Xico,7157,26,7157,1809,5348,,,,
30093,Jilotepec,3172,6,3172,2492,680,,,,
30094,Juan Rodríguez Clara,8705,22,8705,4746,3959,,,,
30095,Juchique de Ferrer,5048,19,5048,4319,729,,,,
30096,Landero y Coss,365,1,365,365,,,,,
30097,Lerdo de Tejada,5933,44,5933,394,,5539,,,
30098,Magdalena,456,,456,456,,,,,
30099,Maltrata,2885,3,2885,898,1987,,,,
30100,Manlio Fabio Altamirano,5509,10,5509,4440,1069,,,,
30101,Mariano Escobedo,5006,12,5006,3209,1797,,,,
30102,Martínez de la Torre,31583,184,31583,11075,8966,11542,,,
30103,Mecatlán,2167,1,2167,1187,980,,,,
30104,Mecayapan,4424,4,4424,2520,1904,,,,
30105,Medellín,8998,17,8998,4620,4378,,,,
30106,Miahuatlán,882,2,882,882,,,,,
30107,Las Minas,734,1,734,734,,,,,
30108,Minatitlán,52041,482,52041,12727,,,39314,,
30109,Misantla,16120,39,16120,10812,,5308,,,
30110,Mixtla de Altamirano,1728,,1728,1728,,,,,
30111,Moloacán,4342,23,4342,2191,2151,,,,
30112,Naolinco,4601,10,4601,2483,2118,,,,
30113,Naranjal,892,,892,892,,,,,
30114,Nautla,2981,7,2981,2245,736,,,,
30115,Nogales,7316,64,7316,1852,,5464,,,
30116,Oluta,3052,10,3052,516,2536,,,,
30117,Omealca,5925,10,5925,4953,972,,,,
30118,Orizaba,34026,600,34026,,,,34026,,
30119,Otatitlán,1642,10,1642,201,1441,,,,
30120,Oteapan,2157,3,2157,49,2108,,,,
30121,Ozuluama de Mascareñas,7735,10,7735,6735,1000,,,,
30122,Pajapan,2223,3,2223,1354,869,,,,
30123,Pánuco,24232,65,24232,13340,2349,8543,,,
30124,Papantla,41617,187,41617,20869,7534,13214,,,
30125,Paso del Macho,7014,14,7014,4041,2973,,,,
30126,Paso de Ovejas,7875,27,7875,5850,2025,,,,
30127,La Perla,3460,1,3460,3460,,,,,
30128,Perote,12341,40,12341,3566,1467,7308,,,
30129,Platón Sánchez,4199,11,4199,1920,2279,,,,
30130,Playa Vicente,12549,23,12549,8198,4351,,,,
30131,Poza Rica de Hidalgo,44012,760,44012,,,,44012,,
30132,Las Vigas de Ramírez,2997,6,2997,1204,1793,,,,
30133,Pueblo Viejo,12393,22,12393,1345,11048,,,,
30134,Puente Nacional,5471,12,5471,4104,1367,,,,
30135,Rafael Delgado,3016,2,3016,260,2756,,,,
30136,Rafael Lucio,1151,3,1151,472,679,,,,
30137,Los Reyes,870,,870,870,,,,,
30138,Río Blanco,10578,144,10578,18,,10560,,,
30139,Saltabarranca,1621,2,1621,732,889,,,,
30140,San Andrés Tenejapan,456,,456,456,,,,,
30141,San Andrés Tuxtla,31316,140,31316,14005,3326,13985,,,
30142,San Juan Evangelista,8678,14,8678,6371,2307,,,,
30143,Santiago Tuxtla,12327,32,12327,8069,4258,,,,
30144,Sayula de Alemán,6189,10,6189,3420,2769,,,,
30145,Soconusco,2436,2,2436,1422,1014,,,,
30146,Sochiapa,664,2,664,664,,,,,
30147,Soledad Atzompa,2927,,2927,2323,604,,,,
30148,Soledad de Doblado,7398,23,7398,4274,3124,,,,
30149,Soteapan,5443,2,5443,4702,741,,,,
30150,Tamalín,2930,5,2930,1983,947,,,,
30151,Tamiahua,8482,17,8482,6693,1789,,,,
30152,Tampico Alto,4192,9,4192,4192,,,,,
30153,Tancoco,1710,2,1710,1710,,,,,
30154,Tantima,3896,2,3896,3896,,,,,
30155,Tantoyuca,22990,45,22990,16933,,6057,,,
30156,Tatatila,1253,1,1253,1253,,,,,
30157,Castillo de Teayo,4729,3,4729,3633,1096,,,,
30158,Tecolutla,7177,13,7177,5616,1561,,,,
30159,Tehuipango,2940,1,2940,2940,,,,,
30160,Álamo Temapache,26018,71,26018,17995,2101,5922,,,
30161,Tempoal,9151,21,9151,5713,3438,,,,
30162,Tenampa,1219,1,1219,1219,,,,,
30163,Tenochtitlán,1439,2,1439,1439,,,,,
30164,Teocelo,3962,14,3962,1544,2418,,,,
30165,Tepatlaxco,2062,2,2062,2062,,,,,
30166,Tepetlán,2281,4,2281,2281,,,,,
30167,Tepetzintla,3217,6,3217,2045,1172,,,,
30168,Tequila,2589,1,2589,2589,,,,,
30169,José Azueta,6509,9,6509,4090,2419,,,,
30170,Texcatepec,2096,1,2096,2096,,,,,
30171,Texhuacán,1026,,1026,1026,,,,,
30172,Texistepec,4389,10,4389,2346,2043,,,,
30173,Tezonapa,13851,11,13851,10742,3109,,,,
30174,Tierra Blanca,23120,83,23120,12163,,10957,,,
30175,Tihuatlán,19672,53,19672,12299,7373,,,,
30176,Tlacojalpan,1336,4,1336,257,1079,,,,
30177,Tlacolulan,1991,,1991,1991,,,,,
30178,Tlacotalpan,5140,22,5140,2278,2862,,,,
30179,Tlacotepec de Mejía,962,1,962,962,,,,,
30180,Tlachichilco,2433,2,2433,2433,,,,,
30181,Tlalixcoyan,9712,29,9712,7539,2173,,,,
30182,Tlalnelhuayocan,1989,,1989,1989,,,,,
30183,Tlapacoyan,12838,37,12838,5509,,7329,,,
30184,Tlaquilpa,1047,1,1047,1047,,,,,
30185,Tlilapan,863,,863,863,,,,,
30186,Tomatlán,1677,7,1677,609,1068,,,,
30187,Tonayán,988,,988,988,,,,,
30188,Totutla,3882,10,3882,3116,766,,,,
30189,Tuxpan,34574,228,34574,9975,3394,21205,,,
30190,Tuxtilla,631,2,631,631,,,,,
30191,Ursulo Galván,8223,39,8223,3246,4977,,,,
30192,Vega de Alatorre,5496,19,5496,2222,3274,,,,
30193,Veracruz,107666,1780,107666,3728,3365,,100573,,
30194,Villa Aldama,1681,3,1681,1681,,,,,
30195,Xoxocotla,826,1,826,826,,,,,
30196,Yanga,4531,11,4531,2306,2225,,,,
30197,Yecuatla,3582,7,3582,2689,893,,,,
30198,Zacualpan,2122,1,2122,2122,,,,,
30199,Zaragoza,1441,2,1441,175,1266,,,,
30200,Zentla,3367,5,3367,3367,,,,,
30201,Zongolica,8947,16,8947,7502,1445,,,,
30202,Zontecomatlán de López y Fuentes,2576,3,2576,2576,,,,,
30203,Zozocolco de Hidalgo,2993,2,2993,2330,663,,,,
30204,Agua Dulce,11761,100,11761,1990,,9771,,,
30205,El Higo,5697,10,5697,3416,2281,,,,
30206,Nanchital de Lázaro Cárdenas del Río,8170,80,8170,290,,7880,,,
30207,Tres Valles,11745,30,11745,5621,1735,4389,,,
30208,Carlos A. Carrillo,,,,,,,,,
30209,Tatahuicapan de Juárez,,,,,,,,,
30210,Uxpanapa,,,,,,,,,
30211,San Rafael,,,,,,,,,
30212,Santiago Sochiapan,,,,,,,,,
30996,No especificado,,,,,,,,,
30997,Otros estados,,,,,,,,,
30998,Otros municipios,,,,,,,,,
31,Yucatán,407337,2741,407337,80399,84992,67678,174268,,
31001,Abalá,1096,1,1096,1096,,,,,
31002,Acanceh,3126,4,3126,893,2233,,,,
31003,Akil,1917,3,1917,44,1873,,,,
31004,Baca,1325,2,1325,271,1054,,,,
31005,Bokobá,533,,533,533,,,,,
31006,Buctzotz,2010,3,2010,424,1586,,,,
31007,Cacalchén,1647,,1647,11,1636,,,,
31008,Calotmul,1012,1,1012,334,678,,,,
31009,Cansahcab,1173,7,1173,120,1053,,,,
31010,Cantamayec,513,1,513,513,,,,,
31011,Celestún,1460,1,1460,81,1379,,,,
31012,Cenotillo,916,2,916,155,761,,,,
31013,Conkal,2111,2,2111,413,1698,,,,
31014,Cuncunul,307,1,307,307,,,,,
31015,Cuzamá,919,,919,257,662,,,,
31016,Chacsinkín,563,,563,563,,,,,
31017,Chankom,1149,,1149,1149,,,,,
31018,Chapab,738,,738,738,,,,,
31019,Chemax,4185,5,4185,2182,2003,,,,
31020,Chicxulub Pueblo,906,,906,42,864,,,,
