Área Geográfica,,XI Censo general de población y vivienda 1990,,,,,,,,,,,,,,,
,,Población Total,,,,,,,,,,,,,,,
,,Población total con estimación (Personas),,,,,,,,,,,,,,,
,,Tamaño localidad 15 tam,,,,,,,,,,,,,Sexo,,
Clave,Nombre,Total,"Menos de 2,500 habitantes",1 a 49  habitantes,50 a 99  habitantes,100 a 499 habitantes,500 a 999 habitantes,"1,000 a 1,999 habitantes","2,000 a 2,499 habitantes","2,500 a 14,999 habitantes","15,000 a 99,999 habitantes","100,000 a 999,999 habitantes","1,000,000 y más habitantes",No aplica para viviendas colectivas,Total,Hombres,Mujeres
08050,Nuevo Casas Grandes,49154,5067,204,380,2660,1823,,,,44087,,,,49154,24275,24879
08051,Ocampo,7211,7211,1538,815,3399,1459,,,,,,,,7211,3709,3502
08052,Ojinaga,23910,5733,631,951,4151,,,,,18177,,,,23910,12004,11906
08053,Praxedis G. Guerrero,8442,2133,210,142,594,,1187,,6309,,,,,8442,4266,4176
08054,Riva Palacio,10081,10081,607,1154,7606,714,,,,,,,,10081,5217,4864
08055,Rosales,14154,9771,983,,1250,3555,1785,2198,4383,,,,,14154,7216,6938
08056,Rosario,3218,3218,284,236,2698,,,,,,,,,3218,1620,1598
08057,San Francisco de Borja,3220,3220,417,158,1292,,1353,,,,,,,3220,1696,1524
08058,San Francisco de Conchos,3231,3231,400,296,284,727,1524,,,,,,,3231,1670,1561
08059,San Francisco del Oro,9486,981,360,82,539,,,,8505,,,,,9486,4739,4747
08060,Santa Bárbara,15124,2378,619,175,1584,,,,12746,,,,,15124,7567,7557
08061,Satevó,6306,6306,1133,893,4280,,,,,,,,,6306,3305,3001
08062,Saucillo,32612,16527,1567,274,4802,4099,1583,4202,16085,,,,,32612,16355,16257
08063,Temósachic,9021,9021,1247,392,3753,1397,,2232,,,,,,9021,4749,4272
08064,El Tule,2666,2666,402,72,580,527,1085,,,,,,,2666,1328,1338
08065,Urique,15848,15848,6641,1887,3046,2390,1884,,,,,,,15848,8004,7844
08066,Uruachi,7314,7314,3057,1621,2636,,,,,,,,,7314,3777,3537
08067,Valle de Zaragoza,6641,6641,1064,524,3543,,1510,,,,,,,6641,3446,3195
08996,No especificado,,,,,,,,,,,,,,,,
08997,Otros estados,,,,,,,,,,,,,,,,
08998,Otros municipios,,,,,,,,,,,,,,,,
09,Distrito Federal,8235744,21901,2946,2253,3434,1398,5356,6514,121394,,5333882,2758567,,8235744,3939911,4295833
09002,Azcapotzalco,474688,,,,,,,,,,474688,,,474688,228420,246268
09003,Coyoacán,640066,,,,,,,,,,640066,,,640066,302047,338019
09004,Cuajimalpa de Morelos,119669,7548,15,87,468,852,3931,2195,6621,,105500,,,119669,58333,61336
09005,Gustavo A. Madero,1268068,,,,,,,,,,,1268068,,1268068,612459,655609
09006,Iztacalco,448322,,,,,,,,,,448322,,,448322,215749,232573
09007,Iztapalapa,1490499,,,,,,,,,,,1490499,,1490499,730466,760033
09008,La Magdalena Contreras,195041,93,15,78,,,,,,,194948,,,195041,93603,101438
09009,Milpa Alta,63654,6366,1102,684,261,,,4319,57288,,,,,63654,31710,31944
09010,Álvaro Obregón,642753,190,,,190,,,,,,642563,,,642753,307118,335635
09011,Tláhuac,206700,1060,374,388,298,,,,31442,,174198,,,206700,102060,104640
09012,Tlalpan,484866,3428,610,290,1103,,1425,,26043,,455395,,,484866,234335,250531
09013,Xochimilco,271151,3216,830,726,1114,546,,,,,267935,,,271151,133679,137472
09014,Benito Juárez,407811,,,,,,,,,,407811,,,407811,179713,228098
09015,Cuauhtémoc,595960,,,,,,,,,,595960,,,595960,277812,318148
09016,Miguel Hidalgo,406868,,,,,,,,,,406868,,,406868,184949,221919
09017,Venustiano Carranza,519628,,,,,,,,,,519628,,,519628,247458,272170
09996,No especificado,,,,,,,,,,,,,,,,
09997,Otros estados,,,,,,,,,,,,,,,,
10,Durango,1349378,574961,55032,31918,188770,134672,140019,24550,184578,77711,512128,,,1349378,664766,684612
10001,Canatlán,34773,26417,1039,302,6835,7634,10607,,8356,,,,,34773,17213,17560
10002,Canelas,4557,4557,1873,687,1281,716,,,,,,,,4557,2246,2311
10003,Coneto de Comonfort,5535,5535,308,90,1840,1191,2106,,,,,,,5535,2741,2794
10004,Cuencamé,34697,21514,853,308,5945,6034,3870,4504,13183,,,,,34697,17417,17280
10005,Durango,413835,63250,3419,1880,16860,22622,16218,2251,2549,,348036,,,413835,200562,213273
10006,General Simón Bolívar,12731,12731,213,58,3920,1191,7349,,,,,,,12731,6367,6364
10007,Gómez Palacio,232742,66036,3399,1675,16306,17505,24755,2396,2614,,164092,,,232742,114679,118063
10008,Guadalupe Victoria,32173,9251,191,84,166,3208,3346,2256,22922,,,,,32173,15793,16380
10009,Guanaceví,11925,11925,1806,917,5500,1719,1983,,,,,,,11925,6010,5915
10010,Hidalgo,5604,5604,288,81,2056,2068,1111,,,,,,,5604,2859,2745
10011,Indé,8446,8446,449,692,4615,2690,,,,,,,,8446,4324,4122
10012,Lerdo,94324,31121,1369,529,5351,5152,18720,,16610,46593,,,,94324,46890,47434
10013,Mapimí,25124,9372,1371,1131,4440,2430,,,15752,,,,,25124,12612,12512
10014,Mezquital,23763,23763,7836,3456,7897,1877,2697,,,,,,,23763,11733,12030
10015,Nazas,14250,8186,368,231,3206,2799,1582,,6064,,,,,14250,7117,7133
10016,Nombre de Dios,19732,15332,403,83,4461,2952,7433,,4400,,,,,19732,9649,10083
10017,Ocampo,13126,10070,805,992,2964,1538,3771,,3056,,,,,13126,6636,6490
10018,El Oro,14815,9664,369,639,6124,1324,1208,,5151,,,,,14815,7152,7663
10019,Otáez,4296,4296,831,959,1794,712,,,,,,,,4296,2138,2158
10020,Pánuco de Coronado,14530,9875,170,,2302,4503,2900,,4655,,,,,14530,7130,7400
10021,Peñón Blanco,10979,5922,483,81,1231,2242,1885,,5057,,,,,10979,5526,5453
10022,Poanas,26470,16819,145,,361,3079,4347,8887,9651,,,,,26470,13063,13407
10023,Pueblo Nuevo,39280,21207,2943,2989,9703,5572,,,2957,15116,,,,39280,19591,19689
10024,Rodeo,14208,10639,399,276,6234,2359,1371,,3569,,,,,14208,7034,7174
10025,San Bernardo,5629,5629,651,419,3167,1392,,,,,,,,5629,2930,2699
10026,San Dimas,23318,17127,3230,2239,9012,2646,,,6191,,,,,23318,11966,11352
10027,San Juan de Guadalupe,7809,7809,552,521,3918,704,,2114,,,,,,7809,3824,3985
10028,San Juan del Río,14401,11585,413,382,5143,3505,,2142,2816,,,,,14401,7233,7168
10029,San Luis del Cordero,2564,2564,85,58,541,,1880,,,,,,,2564,1213,1351
10030,San Pedro del Gallo,2630,2630,322,,1434,874,,,,,,,,2630,1350,1280
10031,Santa Clara,7894,3536,84,,981,1216,1255,,4358,,,,,7894,3935,3959
10032,Santiago Papasquiaro,42150,26148,2188,2166,13241,5844,2709,,,16002,,,,42150,20950,21200
10033,Súchil,7693,3374,316,,2240,818,,,4319,,,,,7693,3720,3973
10034,Tamazula,21842,21842,7730,4904,7616,580,1012,,,,,,,21842,11448,10394
10035,Tepehuanes,14942,10662,2398,1360,4996,1908,,,4280,,,,,14942,6960,7982
10036,Tlahualilo,27204,13065,908,202,3696,1515,6744,,14139,,,,,27204,13622,13582
10037,Topia,10503,10503,4392,1302,2940,,1869,,,,,,,10503,5204,5299
10038,Vicente Guerrero,18878,5532,37,84,770,2026,2615,,13346,,,,,18878,9248,9630
10039,Nuevo Ideal,30006,21423,396,141,7683,8527,4676,,8583,,,,,30006,14681,15325
10996,No especificado,,,,,,,,,,,,,,,,
10997,Otros estados,,,,,,,,,,,,,,,,
10998,Otros municipios,,,,,,,,,,,,,,,,
11,Guanajuato,3982593,1457060,50387,57518,458463,423077,383866,83749,388727,775439,1361367,,,3982593,1926735,2055858
11001,Abasolo,70938,48355,1878,2742,14338,12352,17045,,2775,19808,,,,70938,33865,37073
11002,Acámbaro,112450,48454,336,177,9788,19470,13888,4795,11748,52248,,,,112450,52980,59470
11003,San Miguel de Allende,110692,61757,2748,3668,30347,19190,3429,2375,,48935,,,,110692,54018,56674
11004,Apaseo el Alto,48455,28554,633,755,8282,8575,7833,2476,,19901,,,,48455,23552,24903
11005,Apaseo el Grande,61594,34137,636,337,2377,7980,18144,4663,9915,17542,,,,61594,29919,31675
11006,Atarjea,5200,5200,170,467,3979,584,,,,,,,,5200,2628,2572
11007,Celaya,310569,51461,774,748,3905,11162,30263,4609,44252,,214856,,,310569,149856,160713
11008,Manuel Doblado,37484,27103,2827,2674,11042,5469,5091,,10381,,,,,37484,18033,19451
11009,Comonfort,56592,24466,367,419,7724,6370,9586,,13799,18327,,,,56592,27449,29143
11010,Coroneo,9435,9435,60,67,4020,2851,,2437,,,,,,9435,4438,4997
11011,Cortazar,74383,20687,448,576,4945,7828,6890,,8117,45579,,,,74383,35953,38430
11012,Cuerámaro,23109,11368,649,640,3484,3922,2673,,11741,,,,,23109,10886,12223
11013,Doctor Mora,16814,13592,158,550,10315,1465,1104,,3222,,,,,16814,8251,8563
11014,Dolores Hidalgo Cuna de la Independencia Nacional,104712,64711,3650,5304,35999,13924,5834,,,40001,,,,104712,50350,54362
11015,Guanajuato,119170,41869,875,1978,11144,11115,12344,4413,4193,73108,,,,119170,57910,61260
11016,Huanímaro,18360,14273,72,77,4604,5491,4029,,4087,,,,,18360,8427,9933
11017,Irapuato,362915,77874,1438,1514,13808,24621,29615,6878,19999,,265042,,,362915,175324,187591
11018,Jaral del Progreso,29764,7942,236,,1024,4171,2511,,21822,,,,,29764,14526,15238
11019,Jerécuaro,51954,46249,384,427,20483,11886,10835,2234,5705,,,,,51954,25549,26405
11020,León,867920,67119,4718,3476,18189,13841,15665,11230,42522,,758279,,,867920,423912,444008
11021,Moroleón,48191,7055,25,,4305,1294,1431,,,41136,,,,48191,23078,25113
11022,Ocampo,19727,14186,1083,837,2847,3421,5998,,5541,,,,,19727,9512,10215
11023,Pénjamo,137842,96867,2350,3944,32565,37036,16495,4477,13699,27276,,,,137842,65599,72243
11024,Pueblo Nuevo,10597,6793,323,97,3528,2845,,,3804,,,,,10597,4839,5758
11025,Purísima del Rincón,30433,17947,712,359,3963,5667,7246,,12486,,,,,30433,14701,15732
11026,Romita,44545,28010,980,768,10172,8233,7857,,,16535,,,,44545,21339,23206
11027,Salamanca,204311,56271,1592,1587,14271,24089,12435,2297,24850,,123190,,,204311,99441,104870
11028,Salvatierra,97599,33436,121,351,4857,7082,18815,2210,30643,33520,,,,97599,45908,51691
11029,San Diego de la Unión,31360,25896,1557,2461,11205,5001,5672,,5464,,,,,31360,15197,16163
11030,San Felipe,87216,63183,3804,4483,22838,19093,10857,2108,3409,20624,,,,87216,43082,44134
11031,San Francisco del Rincón,83601,31310,701,1356,9295,8474,11484,,,52291,,,,83601,40265,43336
11032,San José Iturbide,42681,30587,630,1652,16041,6504,3508,2252,12094,,,,,42681,20437,22244
11033,San Luis de la Paz,78504,46275,4924,3745,21887,8976,4343,2400,,32229,,,,78504,38466,40038
11034,Santa Catarina,3982,3982,286,737,2066,893,,,,,,,,3982,1900,2082
11035,Santa Cruz de Juventino Rosas,56166,22135,830,828,6811,5943,5385,2338,4203,29828,,,,56166,27447,28719
11036,Santiago Maravatío,9483,4760,,92,1688,2980,,,4723,,,,,9483,4554,4929
11037,Silao,115130,54028,2620,1678,12707,21341,9033,6649,10274,50828,,,,115130,56795,58335
11038,Tarandacuao,12402,5481,70,,2113,2263,1035,,6921,,,,,12402,5932,6470
11039,Tarimoro,38594,21900,158,61,2630,7002,10007,2042,16694,,,,,38594,18349,20245
11040,Tierra Blanca,13121,13121,478,339,7552,3511,1241,,,,,,,13121,6425,6696
11041,Uriangato,46710,8865,90,119,3031,2615,3010,,,37845,,,,46710,22525,24185
11042,Valle de Santiago,132023,72924,599,1162,17706,25736,18882,8839,3090,56009,,,,132023,63684,68339
11043,Victoria,18324,18324,1669,2103,7093,5498,1961,,,,,,,18324,9037,9287
11044,Villagrán,38680,12410,939,233,1411,829,6971,2027,8126,18144,,,,38680,18848,19832
11045,Xichú,11614,11614,571,1193,7750,2100,,,,,,,,11614,5798,5816
11046,Yuriria,77247,45094,218,737,8334,12384,23421,,8428,23725,,,,77247,35751,41496
11996,No especificado,,,,,,,,,,,,,,,,
11997,Otros estados,,,,,,,,,,,,,,,,
11998,Otros municipios,,,,,,,,,,,,,,,,
12,Guerrero,2620637,1251101,49729,56400,412584,353317,297038,82033,435508,418654,515374,,,2620637,1282220,1338417
12001,Acapulco de Juárez,593212,63134,1151,707,13546,18271,25401,4058,14704,,515374,,,593212,287060,306152
12002,Ahuacuotzingo,16568,16568,475,544,6289,4714,2326,2220,,,,,,16568,7767,8801
12003,Ajuchitlán del Progreso,36728,24511,951,1389,5690,10259,3798,2424,12217,,,,,36728,17904,18824
12004,Alcozauca de Guerrero,15058,15058,,196,2529,4582,7751,,,,,,,15058,7520,7538
12005,Alpoyeca,5202,2537,,,354,878,1305,,2665,,,,,5202,2590,2612
12006,Apaxtla,14819,7361,275,271,2365,3154,1296,,7458,,,,,14819,7206,7613
12007,Arcelia,30667,16270,1250,1682,7356,3715,2267,,14397,,,,,30667,15151,15516
12008,Atenango del Río,8015,5515,177,197,997,3114,1030,,2500,,,,,8015,3899,4116
12009,Atlamajalcingo del Monte,4244,4244,14,,2053,2177,,,,,,,,4244,2098,2146
12010,Atlixtac,16820,16820,271,751,5166,7052,3580,,,,,,,16820,8276,8544
12011,Atoyac de Álvarez,58568,33855,1082,1576,12176,11490,2818,4713,6152,18561,,,,58568,28735,29833
12012,Ayutla de los Libres,40002,33788,240,452,13203,11478,6042,2373,6214,,,,,40002,19704,20298
12013,Azoyú,32601,19169,859,750,7381,1755,8424,,13432,,,,,32601,16323,16278
12014,Benito Juárez,15720,8756,254,116,1251,536,4284,2315,6964,,,,,15720,7701,8019
12015,Buenavista de Cuéllar,10713,4990,166,224,610,2669,1321,,5723,,,,,10713,5195,5518
12016,Coahuayutla de José María Izazaga,13465,13465,2154,2559,6915,556,1281,,,,,,,13465,6819,6646
12017,Cocula,16415,8240,245,135,4197,1630,,2033,8175,,,,,16415,7846,8569
12018,Copala,11409,5637,226,86,1362,2651,1312,,5772,,,,,11409,5616,5793
12019,Copalillo,11112,6216,597,404,2602,1548,1065,,4896,,,,,11112,5412,5700
12020,Copanatoyac,13880,13880,108,234,4659,2133,6746,,,,,,,13880,6789,7091
12021,Coyuca de Benítez,60761,39913,1115,808,10120,11899,15971,,20848,,,,,60761,30027,30734
12022,Coyuca de Catalán,43585,34458,3302,2838,9581,9833,6493,2411,9127,,,,,43585,21661,21924
12023,Cuajinicuilapa,24369,12571,626,464,2776,5410,1109,2186,11798,,,,,24369,12097,12272
12024,Cualác,5884,5884,194,391,1850,892,2557,,,,,,,5884,2899,2985
12025,Cuautepec,12053,9352,174,373,2733,3436,2636,,2701,,,,,12053,6046,6007
12026,Cuetzala del Progreso,10152,7406,142,148,1329,2099,1243,2445,2746,,,,,10152,4988,5164
12027,Cutzamala de Pinzón,29469,24274,1797,1708,10716,4349,5704,,5195,,,,,29469,14303,15166
12028,Chilapa de Álvarez,85621,64088,391,1318,22951,20555,11717,7156,5201,16332,,,,85621,41604,44017
12029,Chilpancingo de los Bravo,136164,21521,719,404,6695,4803,8900,,17478,97165,,,,136164,66551,69613
12030,Florencio Villarreal,16210,7663,470,288,3070,3835,,,8547,,,,,16210,7956,8254
12031,General Canuto A. Neri,9213,9213,511,1261,4238,1750,1453,,,,,,,9213,4452,4761
12032,General Heliodoro Castillo,30785,24522,2480,2599,13374,4928,1141,,6263,,,,,30785,15403,15382
12033,Huamuxtitlán,12948,8179,44,,936,2022,5177,,4769,,,,,12948,6153,6795
12034,Huitzuco de los Figueroa,35339,18736,418,,2280,6407,4829,4802,16603,,,,,35339,17137,18202
12035,Iguala de la Independencia,101067,11845,553,321,2769,3151,2891,2160,5810,83412,,,,101067,48273,52794
12036,Igualapa,7707,7707,45,,2455,1855,1155,2197,,,,,,7707,3804,3903
12037,Ixcateopan de Cuauhtémoc,7590,7590,110,436,1317,2237,1426,2064,,,,,,7590,3622,3968
12038,Zihuatanejo de Azueta,63366,16150,2005,2282,3522,5514,2827,,9888,37328,,,,63366,31731,31635
12039,Juan R. Escudero,19167,9077,55,58,3280,2681,3003,,10090,,,,,19167,9539,9628
12040,Leonardo Bravo,19753,8006,163,132,3851,3860,,,11747,,,,,19753,9791,9962
12041,Malinaltepec,30581,30581,52,223,11155,10396,6608,2147,,,,,,30581,15084,15497
12042,Mártir de Cuilapan,13666,10121,41,93,1701,2176,6110,,3545,,,,,13666,6811,6855
12043,Metlatónoc,24338,24338,429,1630,14064,3938,4277,,,,,,,24338,11951,12387
12044,Mochitlán,9642,5755,199,611,2174,2771,,,3887,,,,,9642,4704,4938
12045,Olinalá,19076,14255,514,769,6026,3481,1144,2321,4821,,,,,19076,9447,9629
12046,Ometepec,38057,20978,562,806,6194,3994,4740,4682,17079,,,,,38057,18635,19422
12047,Pedro Ascencio Alquisiras,7779,7779,751,1845,4605,578,,,,,,,,7779,3764,4015
12048,Petatlán,43145,19447,2773,2208,7981,2680,1581,2224,5654,18044,,,,43145,21510,21635
12049,Pilcaya,9816,6217,159,186,3189,1639,1044,,3599,,,,,9816,4856,4960
12050,Pungarabato,25362,8665,9,79,1953,3180,1114,2330,,16697,,,,25362,12366,12996
12051,Quechultenango,28870,22640,258,997,7318,13039,1028,,6230,,,,,28870,14501,14369
12052,San Luis Acatlán,27443,19602,460,307,3906,5337,5194,4398,7841,,,,,27443,13560,13883
12053,San Marcos,45433,26276,829,1402,12022,6708,5315,,19157,,,,,45433,22630,22803
12054,San Miguel Totolapan,24868,21465,1633,2753,8036,4515,4528,,3403,,,,,24868,12235,12633
12055,Taxco de Alarcón,86864,35528,802,847,10327,11204,9933,2415,9500,41836,,,,86864,42224,44640
12056,Tecoanapa,35417,29595,124,231,6564,8726,13950,,5822,,,,,35417,17689,17728
12057,Técpan de Galeana,59244,28368,3442,2546,9781,4893,3110,4596,12992,17884,,,,59244,29580,29664
12058,Teloloapan,55466,35075,1277,2059,14924,9398,7417,,2628,17763,,,,55466,26598,28868
12059,Tepecoacuilco de Trujano,35213,22713,302,,2237,5097,12832,2245,12500,,,,,35213,17211,18002
12060,Tetipac,12488,12488,405,584,4695,3041,3763,,,,,,,12488,6233,6255
12061,Tixtla de Guerrero,28943,6667,268,60,2940,1935,1464,,5197,17079,,,,28943,14152,14791
12062,Tlacoachistlahuaca,13186,10177,148,212,3687,4908,1222,,3009,,,,,13186,6506,6680
12063,Tlacoapa,9978,9978,44,172,5059,3095,1608,,,,,,,9978,4799,5179
12064,Tlalchapa,15373,10439,119,240,3694,,6386,,4934,,,,,15373,7502,7871
12065,Tlalixtaquilla de Maldonado,6668,6668,,,1180,567,2839,2082,,,,,,6668,3283,3385
12066,Tlapa de Comonfort,44177,23314,316,185,3903,8764,7782,2364,,20863,,,,44177,21568,22609
12067,Tlapehuala,19430,7392,217,,2164,3637,1374,,12038,,,,,19430,9326,10104
12068,La Unión de Isidoro Montes de Oca,25606,22976,1352,1783,7048,5489,5004,2300,2630,,,,,25606,12946,12660
12069,Xalpatláhuac,11129,7776,,,2065,4489,1222,,3353,,,,,11129,5559,5570
12070,Xochihuehuetlán,7372,3238,106,,701,1386,1045,,4134,,,,,7372,3244,4128
12071,Xochistlahuaca,16301,12261,913,837,6611,1528,,2372,4040,,,,,16301,8013,8288
12072,Zapotitlán Tablas,23188,23188,306,1455,12425,7981,1021,,,,,,,23188,11347,11841
12073,Zirándaro,21249,18355,4623,2954,6614,1086,3078,,2894,,,,,21249,10729,10520
12074,Zitlala,15851,8762,193,55,3381,1111,4022,,7089,,,,,15851,7697,8154
12075,Eduardo Neri,32997,9855,294,169,1716,4672,3004,,7452,15690,,,,32997,16312,16685
12076,Acatepec,,,,,,,,,,,,,,,,
12077,Marquelia,,,,,,,,,,,,,,,,
12078,Cochoapa el Grande,,,,,,,,,,,,,,,,
12079,José Joaquín de Herrera,,,,,,,,,,,,,,,,
12080,Juchitán,,,,,,,,,,,,,,,,
12081,Iliatenco,,,,,,,,,,,,,,,,
12996,No especificado,,,,,,,,,,,,,,,,
12997,Otros estados,,,,,,,,,,,,,,,,
12998,Otros municipios,,,,,,,,,,,,,,,,
13,Hidalgo,1888366,1042648,19460,35176,387882,297169,251168,51793,360152,311553,174013,,,1888366,929138,959228
13001,Acatlán,16404,16404,54,429,5532,8138,2251,,,,,,,16404,8136,8268
13002,Acaxochitlán,31832,19207,,73,2509,5611,11014,,12625,,,,,31832,15669,16163
13003,Actopan,40613,16055,40,157,3305,3915,4303,4335,2731,21827,,,,40613,19384,21229
13004,Agua Blanca de Iturbide,8208,8208,,186,5898,2124,,,,,,,,8208,4055,4153
13005,Ajacuba,12704,1298,43,167,1088,,,,11406,,,,,12704,6337,6367
13006,Alfajayucan,16830,16830,239,806,8862,5838,1085,,,,,,,16830,8655,8175
13007,Almoloya,8973,5657,739,582,2401,1935,,,3316,,,,,8973,4400,4573
13008,Apan,35572,12638,796,681,3605,2353,3122,2081,,22934,,,,35572,17444,18128
13009,El Arenal,12650,9929,27,443,1092,5505,2862,,2721,,,,,12650,6305,6345
13010,Atitalaquia,17626,8604,155,,477,,5501,2471,9022,,,,,17626,8852,8774
13011,Atlapexco,16707,16707,213,121,4823,4997,6553,,,,,,,16707,8076,8631
13012,Atotonilco el Grande,25333,19610,172,447,14349,3239,1403,,5723,,,,,25333,12408,12925
13013,Atotonilco de Tula,19327,10927,,,2133,3101,3208,2485,8400,,,,,19327,9755,9572
13014,Calnali,15864,10182,734,472,2999,3617,2360,,5682,,,,,15864,7704,8160
13015,Cardonal,17731,17731,506,1159,11355,4711,,,,,,,,17731,8835,8896
13016,Cuautepec de Hinojosa,36519,24945,213,138,6924,6659,8653,2358,11574,,,,,36519,17962,18557
13017,Chapantongo,11108,11108,125,130,3069,1401,6383,,,,,,,11108,5724,5384
13018,Chapulhuacán,18300,18300,827,1203,8308,4018,1472,2472,,,,,,18300,9517,8783
13019,Chilcuautla,13697,13697,33,241,2040,4106,7277,,,,,,,13697,6979,6718
13020,Eloxochitlán,3367,3367,86,249,1258,1774,,,,,,,,3367,1645,1722
13021,Emiliano Zapata,11567,3571,28,,,,3543,,7996,,,,,11567,5614,5953
13022,Epazoyucan,9302,9302,337,,3624,903,2280,2158,,,,,,9302,4592,4710
13023,Francisco I. Madero,25554,9136,45,193,2691,3413,2794,,16418,,,,,25554,12712,12842
13024,Huasca de Ocampo,13993,13993,169,619,6341,3892,2972,,,,,,,13993,6860,7133
13025,Huautla,23733,20967,41,461,11846,7259,1360,,2766,,,,,23733,11429,12304
13026,Huazalingo,9707,9707,161,181,3745,3201,2419,,,,,,,9707,4772,4935
13027,Huehuetla,22852,22852,710,1033,5502,4662,4173,6772,,,,,,22852,11452,11400
13028,Huejutla de Reyes,86028,57651,305,833,21783,21245,8802,4683,3630,24747,,,,86028,42426,43602
13029,Huichapan,33479,21768,426,414,7413,5329,8186,,11711,,,,,33479,16556,16923
13030,Ixmiquilpan,65934,38967,125,594,11529,15310,11409,,,26967,,,,65934,31881,34053
13031,Jacala de Ledezma,13362,10168,293,509,4725,4641,,,3194,,,,,13362,6631,6731
13032,Jaltocán,8547,3995,41,161,3181,612,,,4552,,,,,8547,4235,4312
13033,Juárez Hidalgo,3185,3185,83,,,1915,1187,,,,,,,3185,1585,1600
13034,Lolotla,9123,9123,360,312,2774,4569,1108,,,,,,,9123,4504,4619
13035,Metepec,8298,8298,29,206,4386,1184,2493,,,,,,,8298,4088,4210
13036,San Agustín Metzquititlán,8275,8275,268,375,3367,1860,2405,,,,,,,8275,3979,4296
13037,Metztitlán,21418,18750,449,902,11492,4794,1113,,2668,,,,,21418,10572,10846
13038,Mineral del Chico,7009,7009,122,438,4715,1734,,,,,,,,7009,3441,3568
13039,Mineral del Monte,13043,2377,63,259,853,1202,,,10666,,,,,13043,6263,6780
13040,La Misión,11781,11781,527,1537,8533,1184,,,,,,,,11781,6071,5710
13041,Mixquiahuala de Juárez,31137,11601,17,,696,3452,5429,2007,,19536,,,,31137,15341,15796
13042,Molango de Escamilla,10139,7076,261,342,3647,2826,,,3063,,,,,10139,5032,5107
13043,Nicolás Flores,7068,7068,,457,6060,551,,,,,,,,7068,3545,3523
13044,Nopala de Villagrán,13456,13456,500,1061,4795,2914,4186,,,,,,,13456,6754,6702
13045,Omitlán de Juárez,7151,7151,80,362,4033,1548,1128,,,,,,,7151,3560,3591
13046,San Felipe Orizatlán,33810,21848,292,1134,15625,2563,2234,,11962,,,,,33810,17029,16781
13047,Pacula,5450,5450,247,419,2438,2346,,,,,,,,5450,2733,2717
13048,Pachuca de Soto,180630,6617,,248,1963,643,3763,,,,174013,,,180630,86189,94441
13049,Pisaflores,14480,14480,557,1006,7113,4426,1378,,,,,,,14480,7526,6954
13050,Progreso de Obregón,17156,2689,197,55,956,,1481,,14467,,,,,17156,8366,8790
13051,Mineral de la Reforma,20820,4609,81,136,1245,3147,,,16211,,,,,20820,10080,10740
13052,San Agustín Tlaxiaca,19941,12959,313,242,6211,1714,4479,,6982,,,,,19941,9945,9996
13053,San Bartolo Tutotepec,17834,17834,1146,2211,10081,2605,1791,,,,,,,17834,9008,8826
13054,San Salvador,25674,25674,10,91,4874,8889,7335,4475,,,,,,25674,12773,12901
13055,Santiago de Anaya,12457,12457,65,,3281,4170,2940,2001,,,,,,12457,6209,6248
13056,Santiago Tulantepec de Lugo Guerrero,18048,5959,,185,1349,1279,3146,,12089,,,,,18048,8741,9307
13057,Singuilucan,12201,9283,1104,1412,4482,1259,1026,,2918,,,,,12201,6212,5989
13058,Tasquillo,15090,15090,,77,5292,4600,2879,2242,,,,,,15090,7364,7726
13059,Tecozautla,27224,22318,302,275,5874,6950,8917,,4906,,,,,27224,13695,13529
13060,Tenango de Doria,15085,15085,172,763,7889,2079,4182,,,,,,,15085,7558,7527
13061,Tepeapulco,47214,6071,358,251,2017,2022,1423,,13226,27917,,,,47214,22920,24294
13062,Tepehuacán de Guerrero,22120,22120,432,574,5078,10404,5632,,,,,,,22120,11314,10806
13063,Tepeji del Río de Ocampo,51199,20309,182,411,2070,3121,10236,4289,5705,25185,,,,51199,25594,25605
13064,Tepetitlán,7430,7430,22,227,2400,3557,1224,,,,,,,7430,3690,3740
13065,Tetepango,6871,1469,,,,1469,,,5402,,,,,6871,3433,3438
13066,Villa de Tezontepec,7394,2964,6,134,652,508,1664,,4430,,,,,7394,3670,3724
13067,Tezontepec de Aldama,31651,5192,90,89,297,1297,3419,,6086,20373,,,,31651,15905,15746
13068,Tianguistengo,13437,13437,330,953,8112,2590,1452,,,,,,,13437,6584,6853
13069,Tizayuca,30293,5363,197,78,1276,1394,,2418,2511,22419,,,,30293,15079,15214
13070,Tlahuelilpan,11508,1940,52,,347,,1541,,9568,,,,,11508,5740,5768
13071,Tlahuiltepa,10684,10684,674,1544,6326,2140,,,,,,,,10684,5426,5258
13072,Tlanalapa,9051,2577,141,59,323,662,1392,,6474,,,,,9051,4461,4590
13073,Tlanchinol,28002,24809,140,559,8106,11014,4990,,3193,,,,,28002,13945,14057
13074,Tlaxcoapan,18264,605,,,,605,,,17659,,,,,18264,9122,9142
13075,Tolcayuca,8011,3390,39,,452,1362,1537,,4621,,,,,8011,3940,4071
13076,Tula de Allende,73713,23884,246,153,3926,6078,8935,4546,25658,24171,,,,73713,36226,37487
13077,Tulancingo de Bravo,92570,9861,74,221,3813,1745,4008,,7232,75477,,,,92570,43922,48648
13078,Xochiatipan,14516,14516,78,174,6927,3562,3775,,,,,,,14516,6993,7523
13079,Xochicoatlán,7983,7983,80,372,3913,2395,1223,,,,,,,7983,3993,3990
